INDEX	Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	___ItemProbSum	___ItemProbTotal	___TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	___eol	
Griswold Item Desecrated A	Griswold Item Desecrated A	0	0	5	0	0	0	0	5	Act 1 Good	3	Act 1 Melee B	30	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Griswold Item Desecrated B	Griswold Item Desecrated B	0	0	5	0	0	0	0	5	Act 1 Good	3	Act 4 Melee A	30	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Griswold Item Desecrated C	Griswold Item Desecrated C	0	0	5	0	0	0	0	5	Act 1 Good	3	Act 2 (N) Melee B	30	Potion 3	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Griswold Item (N)	Griswold Item (N)	0	0	5	0	0	0	0	5	Act 1 (N) Good	3	Act 1 (N) Melee B	30	Potion 3	10	Gold 2x	14		0		0		0		0		0		0							0	
Griswold Item (N) Desecrated A	Griswold Item (N) Desecrated A	0	0	5	0	0	0	0	5	Act 1 (N) Good	3	Act 1 (N) Melee B	30	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Griswold Item (N) Desecrated B	Griswold Item (N) Desecrated B	0	0	5	0	0	0	0	5	Act 1 (N) Good	3	Act 3 (N) Melee B	30	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Griswold Item (N) Desecrated C	Griswold Item (N) Desecrated C	0	0	5	0	0	0	0	5	Act 1 (N) Good	3	Act 3 (H) Melee B	30	Potion 4	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Griswold Item (H)	Griswold Item (H)	0	0	5	0	0	0	0	5	Act 1 (H) Good	3	Act 1 (H) Melee B	30	Potion 4	5	Gold 2.5x	14		0		0		0		0		0		0							0	
Griswold Item (H) Desecrated A	Griswold Item (H) Desecrated A	0	0	5	0	0	0	0	5	Act 1 (H) Good	3	Act 4 (H) Melee A	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Griswold Item (H) Desecrated B	Griswold Item (H) Desecrated B	0	0	5	0	0	0	0	5	Act 1 (H) Good	3	Act 4 (H) Melee B	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Griswold Item (H) Desecrated C	Griswold Item (H) Desecrated C	0	0	5	0	0	0	0	5	Act 1 (H) Good	3	Act 5 (H) Melee A	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Griswold Item (H) Desecrated D	Griswold Item (H) Desecrated D	0	0	5	0	0	0	0	5	Act 1 (H) Good	3	Act 5 (H) Melee B	30	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Griswold	Griswold	0	0	-1	650	800	800	1024	0	Griswold Item	1		0		0		0		0		0		0		0		0		0							0	
Griswold Desecrated A	Griswold Desecrated A	26	8	-2	650	800	800	1024	0	Norm TZ Generic	1	Griswold Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Griswold Desecrated B	Griswold Desecrated B	26	29	-2	650	800	800	1024	0	Norm TZ Generic	1	Griswold Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Griswold Desecrated C	Griswold Desecrated C	26	48	-2	650	800	800	1024	0	Norm TZ Generic	1	Griswold Item Desecrated C	1		0		0		0		0		0		0		0		0							0	
Griswold (N)	Griswold (N)	0	0	-1	650	800	800	1024	0	Griswold Item (N)	1		0		0		0		0		0		0		0		0		0							0	
Griswold (N) Desecrated A	Griswold (N) Desecrated A	26	42	-3	650	800	800	1024	0	NM TZ Generic	1	Sunder Charms	1	Griswold Item (N) Desecrated A	1		0		0		0		0		0		0		0							0	
Griswold (N) Desecrated B	Griswold (N) Desecrated B	26	57	-3	650	800	800	1024	0	NM TZ Generic	1	Sunder Charms	1	Griswold Item (N) Desecrated B	1		0		0		0		0		0		0		0							0	
Griswold (N) Desecrated C	Griswold (N) Desecrated C	26	73	-3	650	800	800	1024	0	NM TZ Generic	1	Sunder Charms	1	Griswold Item (N) Desecrated C	1		0		0		0		0		0		0		0							0	
Griswold (H)	Griswold (H)	0	0	-1	650	800	800	1024	0	Griswold Item (H)	1		0		0		0		0		0		0		0		0		0							0	
Griswold (H) Desecrated A	Griswold (H) Desecrated A	26	87	-3	650	800	800	1024	0	Hell TZ Generic	1	Sunder Charms	1	Griswold Item (H) Desecrated A	1		0		0		0		0		0		0		0							0	
Griswold (H) Desecrated B	Griswold (H) Desecrated B	26	90	-3	650	800	800	1024	0	Hell TZ Generic	1	Sunder Charms	1	Griswold Item (H) Desecrated B	1		0		0		0		0		0		0		0							0	
Griswold (H) Desecrated C	Griswold (H) Desecrated C	26	93	-3	650	800	800	1024	0	Hell TZ Generic	1	Sunder Charms	1	Griswold Item (H) Desecrated C	1		0		0		0		0		0		0		0							0	
Griswold (H) Desecrated D	Griswold (H) Desecrated D	26	96	-3	650	800	800	1024	0	Hell TZ Generic	1	Sunder Charms	1	Griswold Item (H) Desecrated D	1		0		0		0		0		0		0		0							0	
Smith Item	Smith Item	0	0	5	0	0	0	0	5	Act 1 Uitem C	1	Act 1 Melee B	2		0		0		0		0		0		0		0		0							0	
Smith Item Desecrated A	Smith Item Desecrated A	0	0	5	0	0	0	0	5	Act 2 Uitem A	1	Act 2 Melee A	2		0		0		0		0		0		0		0		0							0	
Smith Item Desecrated B	Smith Item Desecrated B	0	0	5	0	0	0	0	5	Act 4 Uitem B	1	Act 4 Melee B	2		0		0		0		0		0		0		0		0							0	
Smith Item Desecrated C	Smith Item Desecrated C	0	0	5	0	0	0	0	5	Act 3 (N) Uitem A	1	Act 3 (N) Melee A	2		0		0		0		0		0		0		0		0							0	
Smith Item (N)	Smith Item (N)	0	0	5	0	0	0	0	5	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2		0		0		0		0		0		0		0		0							0	
Smith Item (N) Desecrated A	Smith Item (N) Desecrated A	0	0	5	0	0	0	0	5	Act 2 (N) Uitem A	1	Act 2 (N) Melee A	2		0		0		0		0		0		0		0		0							0	
Smith Item (N) Desecrated B	Smith Item (N) Desecrated B	0	0	5	0	0	0	0	5	Act 4 (N) Uitem B	1	Act 4 (N) Melee B	2		0		0		0		0		0		0		0		0							0	
Smith Item (N) Desecrated C	Smith Item (N) Desecrated C	0	0	5	0	0	0	0	5	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2		0		0		0		0		0		0		0		0							0	
Smith Item (H)	Smith Item (H)	0	0	5	0	0	0	0	5	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2		0		0		0		0		0		0		0		0							0	
Smith Item (H) Desecrated A	Smith Item (H) Desecrated A	0	0	5	0	0	0	0	5	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2		0		0		0		0		0		0		0		0							0	
Smith Item (H) Desecrated B	Smith Item (H) Desecrated B	0	0	5	0	0	0	0	5	Act 3 (H) Uitem B	2	Act 3 (H) Melee B	4		0		0		0		0		0		0		0		0							0	
Smith Item (H) Desecrated C	Smith Item (H) Desecrated C	0	0	5	0	0	0	0	5	Act 3 (H) Uitem C	2	Act 3 (H) Melee B	4		0		0		0		0		0		0		0		0							0	
Smith Item (H) Desecrated D	Smith Item (H) Desecrated D	0	0	5	0	0	0	0	5	Act 4 (H) Uitem A	2	Act 4 (H) Melee A	4		0		0		0		0		0		0		0		0							0	
Smith Item (H) Desecrated E	Smith Item (H) Desecrated E	0	0	5	0	0	0	0	5	Act 4 (H) Uitem B	2	Act 4 (H) Melee B	4		0		0		0		0		0		0		0		0							0	
Smith Item (H) Desecrated F	Smith Item (H) Desecrated F	0	0	5	0	0	0	0	5	Act 4 (H) Uitem B	2	Act 4 (H) Melee B	4		0		0		0		0		0		0		0		0							0	
Smith Item (H) Desecrated G	Smith Item (H) Desecrated G	0	0	5	0	0	0	0	5	Act 5 (H) Uitem A	2	Act 5 (H) Melee A	4		0		0		0		0		0		0		0		0							0	
Smith Item (H) Desecrated H	Smith Item (H) Desecrated H	0	0	5	0	0	0	0	5	Act 5 (H) Uitem B	2	Act 5 (H) Melee B	4		0		0		0		0		0		0		0		0							0	
Smith Item (H) Desecrated I	Smith Item (H) Desecrated I	0	0	5	0	0	0	0	5	Act 5 (H) Uitem C	2	Act 5 (H) Melee C	4		0		0		0		0		0		0		0		0							0	
Smith	Smith	0	0	-1	800	800	972	1024	0	Smith Item	1		0		0		0		0		0		0		0		0		0							0	
Smith Desecrated A	Smith Desecrated A	31	13	-2	800	800	972	1024	0	Norm TZ Generic	1	Smith Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Smith Desecrated B	Smith Desecrated B	31	32	-2	800	800	972	1024	0	Norm TZ Generic	1	Smith Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Smith Desecrated C	Smith Desecrated C	31	48	-2	800	800	972	1024	0	Norm TZ Generic	1	Smith Item Desecrated C	1		0		0		0		0		0		0		0		0							0	
Smith (N)	Smith (N)	0	0	-1	800	800	972	1024	0	Smith Item (N)	1		0		0		0		0		0		0		0		0		0							0	
Smith (N) Desecrated A	Smith (N) Desecrated A	31	43	-3	800	800	972	1024	0	NM TZ Generic	1	Sunder Charms	1	Smith Item (N) Desecrated A	1		0		0		0		0		0		0		0							0	
Smith (N) Desecrated B	Smith (N) Desecrated B	31	57	-3	800	800	972	1024	0	NM TZ Generic	1	Sunder Charms	1	Smith Item (N) Desecrated B	1		0		0		0		0		0		0		0							0	
Smith (N) Desecrated C	Smith (N) Desecrated C	31	73	-3	800	800	972	1024	0	NM TZ Generic	1	Sunder Charms	1	Smith Item (N) Desecrated C	1		0		0		0		0		0		0		0							0	
Smith (H)	Smith (H)	0	0	-1	800	800	972	1024	0	Smith Item (H)	1		0		0		0		0		0		0		0		0		0							0	
Smith (H) Desecrated A	Smith (H) Desecrated A	31	73	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Smith Item (H) Desecrated A	1		0		0		0		0		0		0		0							0	
Smith (H) Desecrated B	Smith (H) Desecrated B	31	75	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Smith Item (H) Desecrated B	1		0		0		0		0		0		0		0							0	
Smith (H) Desecrated C	Smith (H) Desecrated C	31	78	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Smith Item (H) Desecrated C	1		0		0		0		0		0		0		0							0	
Smith (H) Desecrated D	Smith (H) Desecrated D	31	81	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Smith Item (H) Desecrated D	1		0		0		0		0		0		0		0							0	
Smith (H) Desecrated E	Smith (H) Desecrated E	31	84	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Smith Item (H) Desecrated E	1		0		0		0		0		0		0		0							0	
Smith (H) Desecrated F	Smith (H) Desecrated F	31	87	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Smith Item (H) Desecrated F	1		0		0		0		0		0		0		0							0	
Smith (H) Desecrated G	Smith (H) Desecrated G	31	90	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Smith Item (H) Desecrated G	1		0		0		0		0		0		0		0							0	
Smith (H) Desecrated H	Smith (H) Desecrated H	31	93	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Smith Item (H) Desecrated H	1		0		0		0		0		0		0		0							0	
Smith (H) Desecrated I	Smith (H) Desecrated I	31	96	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Smith Item (H) Desecrated I	1		0		0		0		0		0		0		0							0	
Countess Item	Countess Item	0	0	5	0	0	0	0	10	Act 2 Good	3	Act 1 Equip C	25	Potion 1	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Countess Item Desecrated A	Countess Item Desecrated A	0	0	5	0	0	0	0	10	Act 3 Good	3	Act 2 Equip A	25	Potion 1	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Countess Item Desecrated B	Countess Item Desecrated B	0	0	5	0	0	0	0	10	Act 1 (N) Good	3	Act 5 Equip A	25	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Countess Item Desecrated C	Countess Item Desecrated C	0	0	5	0	0	0	0	10	Act 4 (N) Good	3	Act 3 (N) Equip A	25	Potion 3	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Countess Item (N)	Countess Item (N)	0	0	5	0	0	0	0	10	Act 2 (N) Good	3	Act 1 (N) Equip C	25	Potion 2	10	Gold 2x	14		0		0		0		0		0		0							0	
Countess Item (N) Desecrated A	Countess Item (N) Desecrated A	0	0	5	0	0	0	0	10	Act 3 (N) Good	3	Act 2 (N) Equip B	25	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Countess Item (N) Desecrated B	Countess Item (N) Desecrated B	0	0	5	0	0	0	0	10	Act 5 (N) Good	3	Act 4 (N) Equip B	25	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Countess Item (N) Desecrated C	Countess Item (N) Desecrated C	0	0	5	0	0	0	0	10	Act 4 (H) Good	3	Act 3 (H) Equip A	25	Potion 4	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Countess Item (H)	Countess Item (H)	0	0	5	0	0	0	0	10	Act 2 (H) Good	3	Act 1 (H) Equip C	25	Potion 4	5	Gold 2.5x	14	Pandemonium Key A	3		0		0		0		0		0							0	
Countess Item (H) Desecrated A	Countess Item (H) Desecrated A	0	0	5	0	0	0	0	10	Act 4 (H) Good	3	Act 4 (H) Equip A	25	Potion 4	5	Gold 2x	14	Pandemonium Key A	3		0		0		0		0		0							0	
Countess Item (H) Desecrated B	Countess Item (H) Desecrated B	0	0	5	0	0	0	0	10	Act 4 (H) Good	3	Act 4 (H) Equip B	25	Potion 4	5	Gold 2x	14	Pandemonium Key A	3		0		0		0		0		0							0	
Countess Item (H) Desecrated C	Countess Item (H) Desecrated C	0	0	5	0	0	0	0	10	Act 4 (H) Good	3	Act 4 (H) Equip C	25	Potion 4	5	Gold 2x	14	Pandemonium Key A	3		0		0		0		0		0							0	
Countess Item (H) Desecrated D	Countess Item (H) Desecrated D	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip A	25	Potion 4	5	Gold 2x	14	Pandemonium Key A	3		0		0		0		0		0							0	
Countess Item (H) Desecrated E	Countess Item (H) Desecrated E	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip B	25	Potion 4	5	Gold 2x	14	Pandemonium Key A	3		0		0		0		0		0							0	
Countess Item (H) Desecrated F	Countess Item (H) Desecrated F	0	0	5	0	0	0	0	10	Act 5 (H) Good	3	Act 5 (H) Equip C	25	Potion 4	5	Gold 2x	14	Pandemonium Key A	3		0		0		0		0		0							0	
Countess	Countess	0	0	-2	883	883	883	1024	0	Countess Item	1	Rune Boss Low	1		0		0		0		0		0		0		0		0							0	
Countess Desecrated A	Countess Desecrated A	35	11	-3	883	883	883	1024	0	Norm TZ Generic	1	Countess Item Desecrated A	1	Rune Boss Low Desecrated	1		0		0		0		0		0		0		0							0	
Countess Desecrated B	Countess Desecrated B	35	34	-3	883	883	883	1024	0	Norm TZ Generic	1	Countess Item Desecrated B	1	Rune Boss Low Desecrated	1		0		0		0		0		0		0		0							0	
Countess Desecrated C	Countess Desecrated C	35	48	-3	883	883	883	1024	0	Norm TZ Generic	1	Countess Item Desecrated C	1	Rune Boss Low Desecrated	1		0		0		0		0		0		0		0							0	
Countess (N)	Countess (N)	0	0	-2	883	883	983	1024	0	Countess Item (N)	1	Rune Boss Low (N)	1		0		0		0		0		0		0		0		0							0	
Countess (N) Desecrated A	Countess (N) Desecrated A	35	45	-4	883	883	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Countess Item (N) Desecrated A	1	Rune Boss Low (N) Desecrated	1		0		0		0		0		0		0							0	
Countess (N) Desecrated B	Countess (N) Desecrated B	35	59	-4	883	883	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Countess Item (N) Desecrated B	1	Rune Boss Low (N) Desecrated	1		0		0		0		0		0		0							0	
Countess (N) Desecrated C	Countess (N) Desecrated C	35	73	-4	883	883	983	1024	0	NM TZ Generic	1	Sunder Charms	1	Countess Item (N) Desecrated C	1	Rune Boss Low (N) Desecrated	1		0		0		0		0		0		0							0	
Countess (H)	Countess (H)	0	0	-2	883	883	983	1024	0	Countess Item (H)	1	Rune Boss Low (H)	1		0		0		0		0		0		0		0		0							0	
Countess (H) Desecrated A	Countess (H) Desecrated A	35	82	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Countess Item (H) Desecrated A	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Countess (H) Desecrated B	Countess (H) Desecrated B	35	84	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Countess Item (H) Desecrated B	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Countess (H) Desecrated C	Countess (H) Desecrated C	35	87	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Countess Item (H) Desecrated C	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Countess (H) Desecrated D	Countess (H) Desecrated D	35	90	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Countess Item (H) Desecrated D	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Countess (H) Desecrated E	Countess (H) Desecrated E	35	93	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Countess Item (H) Desecrated E	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Countess (H) Desecrated F	Countess (H) Desecrated F	35	96	-4	883	883	983	1024	0	Hell TZ Boss	1	Sunder Charms	1	Countess Item (H) Desecrated F	1	Rune Boss Low (H) Desecrated	1		0		0		0		0		0		0							0	
Andarielq Item	Andarielq Item	0	0	6	0	0	0	0	5	Act 2 Good	4	Act 2 Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Andarielq Item Desecrated A	Andarielq Item Desecrated A	0	0	6	0	0	0	0	5	Act 2 Good	4	Act 2 Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Andarielq Item Desecrated B	Andarielq Item Desecrated B	0	0	6	0	0	0	0	5	Act 4 Good	4	Act 4 Equip B	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Andarielq Item Desecrated C	Andarielq Item Desecrated C	0	0	6	0	0	0	0	5	Act 3 (N) Good	4	Act 3 (N) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Andarielq Item (N)	Andarielq Item (N)	0	0	6	0	0	0	0	5	Act 2 (N) Good	4	Act 2 (N) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Andarielq Item (N) Desecrated A	Andarielq Item (N) Desecrated A	0	0	6	0	0	0	0	5	Act 2 (N) Good	4	Act 2 (N) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Andarielq Item (N) Desecrated B	Andarielq Item (N) Desecrated B	0	0	6	0	0	0	0	5	Act 4 (N) Good	4	Act 4 (N) Equip B	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Andarielq Item (N) Desecrated C	Andarielq Item (N) Desecrated C	0	0	6	0	0	0	0	5	Act 3 (H) Good	4	Act 3 (H) Equip A	30	Gold 1.5x	10		0		0		0		0		0		0		0							0	
Andarielq Item (H)	Andarielq Item (H)	0	0	6	0	0	0	0	5	Act 2 (H) Good	4	Act 2 (H) Equip A	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Andarielq Item (H) Desecrated A	Andarielq Item (H) Desecrated A	0	0	6	0	0	0	0	5	Act 3 (H) Good	4	Act 3 (H) Equip B	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Andarielq Item (H) Desecrated B	Andarielq Item (H) Desecrated B	0	0	6	0	0	0	0	5	Act 3 (H) Good	4	Act 3 (H) Equip C	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Andarielq Item (H) Desecrated C	Andarielq Item (H) Desecrated C	0	0	6	0	0	0	0	5	Act 4 (H) Good	4	Act 4 (H) Equip A	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Andarielq Item (H) Desecrated D	Andarielq Item (H) Desecrated D	0	0	6	0	0	0	0	5	Act 4 (H) Good	4	Act 4 (H) Equip B	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Andarielq Item (H) Desecrated E	Andarielq Item (H) Desecrated E	0	0	6	0	0	0	0	5	Act 4 (H) Good	4	Act 4 (H) Equip C	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Andarielq Item (H) Desecrated F	Andarielq Item (H) Desecrated F	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip A	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Andarielq Item (H) Desecrated G	Andarielq Item (H) Desecrated G	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip B	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Andarielq Item (H) Desecrated H	Andarielq Item (H) Desecrated H	0	0	6	0	0	0	0	5	Act 5 (H) Good	4	Act 5 (H) Equip C	30	Gold 2x	10		0		0		0		0		0		0		0							0	
Andarielq	Andarielq	0	0	-1	995	995	1024	1024	0	Andarielq Item	1		0		0		0		0		0		0		0		0		0							0	
Andarielq Desecrated A	Andarielq Desecrated A	20	13	-2	995	995	1024	1024	0	Norm TZ Generic	1	Andarielq Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Andarielq Desecrated B	Andarielq Desecrated B	20	32	-2	995	995	1024	1024	0	Norm TZ Generic	1	Andarielq Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Andarielq Desecrated C	Andarielq Desecrated C	20	48	-2	995	995	1024	1024	0	Norm TZ Generic	1	Andarielq Item Desecrated C	1		0		0		0		0		0		0		0		0							0	
Andarielq (N)	Andarielq (N)	0	0	-2	995	995	1024	1024	0	NMH Boss	1	Andarielq Item (N)	1		0		0		0		0		0		0		0		0							0	
Andarielq (N) Desecrated A	Andarielq (N) Desecrated A	20	43	-3	995	995	1024	1024	0	NM TZ Generic	1	Sunder Charms	1	Andarielq Item (N) Desecrated A	1		0		0		0		0		0		0		0							0	
Andarielq (N) Desecrated B	Andarielq (N) Desecrated B	20	57	-3	995	995	1024	1024	0	NM TZ Generic	1	Sunder Charms	1	Andarielq Item (N) Desecrated B	1		0		0		0		0		0		0		0							0	
Andarielq (N) Desecrated C	Andarielq (N) Desecrated C	20	73	-3	995	995	1024	1024	0	NM TZ Generic	1	Sunder Charms	1	Andarielq Item (N) Desecrated C	1		0		0		0		0		0		0		0							0	
Andarielq (H)	Andarielq (H)	0	0	-2	995	995	1024	1024	0	NMH Boss	1	Andarielq Item (H)	1		0		0		0		0		0		0		0		0							0	
Andarielq (H) Desecrated A	Andarielq (H) Desecrated A	20	84	-3	995	995	1024	1024	0	Hell TZ Boss	1	Sunder Charms	1	Andarielq Item (H) Desecrated A	1		0		0		0		0		0		0		0							0	
Andarielq (H) Desecrated B	Andarielq (H) Desecrated B	20	86	-3	995	995	1024	1024	0	Hell TZ Boss	1	Sunder Charms	1	Andarielq Item (H) Desecrated B	1		0		0		0		0		0		0		0							0	
Andarielq (H) Desecrated C	Andarielq (H) Desecrated C	20	88	-3	995	995	1024	1024	0	Hell TZ Boss	1	Sunder Charms	1	Andarielq Item (H) Desecrated C	1		0		0		0		0		0		0		0							0	
Andarielq (H) Desecrated D	Andarielq (H) Desecrated D	20	93	-3	995	995	1024	1024	0	Hell TZ Boss	1	Sunder Charms	1	Andarielq Item (H) Desecrated D	1		0		0		0		0		0		0		0							0	
Andarielq (H) Desecrated E	Andarielq (H) Desecrated E	20	96	-3	995	995	1024	1024	0	Hell TZ Boss	1	Sunder Charms	1	Andarielq Item (H) Desecrated E	1		0		0		0		0		0		0		0							0	
Andarielq (H) Desecrated F	Andarielq (H) Desecrated F	20	90	-3	995	995	1024	1024	0	Hell TZ Boss	1	Sunder Charms	1	Andarielq Item (H) Desecrated F	1		0		0		0		0		0		0		0							0	
Andarielq (H) Desecrated G	Andarielq (H) Desecrated G	20	93	-3	995	995	1024	1024	0	Hell TZ Boss	1	Sunder Charms	1	Andarielq Item (H) Desecrated G	1		0		0		0		0		0		0		0							0	
Andarielq (H) Desecrated H	Andarielq (H) Desecrated H	20	96	-3	995	995	1024	1024	0	Hell TZ Boss	1	Sunder Charms	1	Andarielq Item (H) Desecrated H	1		0		0		0		0		0		0		0							0	
Radament Item	Radament Item	0	0	5	0	0	0	0	5	Act 3 Good	3	Act 3 Equip B	20	Potion 1	15	Gold 1.5x	15		0		0		0		0		0		0							0	
Radament Item Desecrated A	Radament Item Desecrated A	0	0	5	0	0	0	0	5	Act 3 Good	3	Act 3 Equip B	20	Potion 1	15	Gold 1.5x	15		0		0		0		0		0		0							0	
Radament Item Desecrated B	Radament Item Desecrated B	0	0	5	0	0	0	0	5	Act 4 Good	3	Act 4 Equip B	20	Potion 2	15	Gold 1.5x	15		0		0		0		0		0		0							0	
Radament Item Desecrated C	Radament Item Desecrated C	0	0	5	0	0	0	0	5	Act 3 (N) Good	3	Act 3 (N) Equip A	20	Potion 3	15	Gold 1.5x	15		0		0		0		0		0		0							0	
Radament Item (N)	Radament Item (N)	0	0	5	0	0	0	0	5	Act 3 (N) Good	3	Act 3 (N) Equip B	20	Potion 3	10	Gold 2x	10		0		0		0		0		0		0							0	
Radament Item (N) Desecrated A	Radament Item (N) Desecrated A	0	0	5	0	0	0	0	5	Act 3 (N) Good	3	Act 3 (N) Equip C	20	Potion 3	10	Gold 1.5x	15		0		0		0		0		0		0							0	
Radament Item (N) Desecrated B	Radament Item (N) Desecrated B	0	0	5	0	0	0	0	5	Act 5 (N) Good	3	Act 5 (N) Equip A	20	Potion 3	10	Gold 1.5x	15		0		0		0		0		0		0							0	
Radament Item (N) Desecrated C	Radament Item (N) Desecrated C	0	0	5	0	0	0	0	5	Act 3 (H) Good	3	Act 3 (H) Equip A	20	Potion 4	10	Gold 1.5x	15		0		0		0		0		0		0							0	
Radament Item (H)	Radament Item (H)	0	0	5	0	0	0	0	5	Act 3 (H) Good	3	Act 3 (H) Equip C	20	Potion 4	5	Gold 2.5x	10		0		0		0		0		0		0							0	
Radament Item (H) Desecrated A	Radament Item (H) Desecrated A	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip A	20	Potion 4	5	Gold 2x	15		0		0		0		0		0		0							0	
Radament Item (H) Desecrated B	Radament Item (H) Desecrated B	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip B	20	Potion 4	5	Gold 2x	15		0		0		0		0		0		0							0	
Radament Item (H) Desecrated C	Radament Item (H) Desecrated C	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip C	20	Potion 4	5	Gold 2x	15		0		0		0		0		0		0							0	
Radament	Radament	0	0	-1	900	900	900	1024	0	Radament Item	1		0		0		0		0		0		0		0		0		0							0	
Radament Desecrated A	Radament Desecrated A	21	19	-2	900	900	900	1024	0	Norm TZ Generic	1	Radament Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Radament Desecrated B	Radament Desecrated B	21	33	-2	900	900	900	1024	0	Norm TZ Generic	1	Radament Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Radament Desecrated C	Radament Desecrated C	21	48	-2	900	900	900	1024	0	Norm TZ Generic	1	Radament Item Desecrated C	1		0		0		0		0		0		0		0		0							0	
Radament (N)	Radament (N)	0	0	-1	900	900	900	1024	0	Radament Item (N)	1		0		0		0		0		0		0		0		0		0							0	
