INDEX	Name	___ Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add	code	mod1code__STR	mod1param__STR	mod2code__STR	mod2param__STR	mod3code__STR	mod3param__STR	itype1__STR	itype2__STR	itype3__STR	itype4__STR	itype5__STR	itype6__STR	itype7__STR	etype1__STR	etype2__STR	etype3__STR	etype4__STR	etype5__STR	
658	of Sorcery	+# Mana	100	1	0	60		60				1	31	11	0	15	20	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0			of Sorcery	mana	0		0		0	scha												
659	of the Weasel	+# Attack Rating	100	1	0	7	70	10				10	31	15	0	5	10	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0			of the Weasel	att	0		0		0	scha												
660	of the Fox	+# Attack Rating	100	1	0	25		30				5	31	15	0	10	15	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0			of the Fox	att	0		0		0	scha												
661	of the Jackal	+# Attack Rating	100	1	0	60		60				1	31	15	0	15	25	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0			of the Jackal	att	0		0		0	scha												
662	of Defense1	+# Defense	100	1	0	7	70	10				10	31	0	0	10	15	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0			of Defense1	ac	0		0		0	mcha												
663	of Defense1	+# Defense	100	1	0	25		30				5	31	0	0	20	30	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0			of Defense1	ac	0		0		0	mcha												
664	of Guarding	+# Defense	100	1	0	60		60				1	31	0	0	40	50	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0			of Guarding	ac	0		0		0	mcha												
665	of the Mind	+# Mana	100	1	0	7	70	10				10	31	11	0	5	10	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0			of the Mind	mana	0		0		0	mcha												
666	of the Mind	+# Mana	100	1	0	25		30				5	31	11	0	10	20	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0			of the Mind	mana	0		0		0	mcha												
667	of Wizardry	+# Mana	100	1	0	60		60				1	31	11	0	25	40	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0			of Wizardry	mana	0		0		0	mcha												
668	of the Wolf	+# Attack Rating	100	1	0	7	70	10				10	31	15	0	10	15	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0			of the Wolf	att	0		0		0	mcha												
669	of the Tiger	+# Attack Rating	100	1	0	25		30				5	31	15	0	20	30	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0			of the Tiger	att	0		0		0	mcha												
670	of the Bear	+# Attack Rating	100	1	0	60		60				1	31	15	0	40	50	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0			of the Bear	att	0		0		0	mcha												
671	of Dexterity	+# to Dexterity	100	1	0	7		10				10	31	8	0	2	4	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Dexterity	dex	0		0		0	mcha												
672	of Dexterity	+# to Dexterity	100	1	0	25		30				10	31	8	0	4	6	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Dexterity	dex	0		0		0	mcha												
673	of Strength	+# to Strength	100	1	0	7		10				10	31	7	0	2	4	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Strength	str	0		0		0	mcha												
674	of Strength	+# to Strength	100	1	0	25		30				10	31	7	0	4	6	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Strength	str	0		0		0	mcha												
675	of Vitality	+# to Vitality	100	1	0	7		10				10	31	9	0	2	4	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Vitality	vit	0		0		0	mcha												
676	of Vitality	+# to Vitality	100	1	0	25		30				10	31	9	0	4	6	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Vitality	vit	0		0		0	mcha												
677	of Energy	+# to Energy	100	1	0	7		10				10	31	10	0	2	4	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Energy	enr	0		0		0	mcha												
678	of Energy	+# to Energy	100	1	0	25		30				10	31	10	0	4	6	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Energy	enr	0		0		0	mcha												
679	of the Swordsman	+# to Dexterity	100	1	0	7		10				1	31	8	0	2	4	7	2	4	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Swordsman	dex	0	str		0	mcha												
680	of the Rogue	+# to Dexterity	100	1	0	7		10				1	31	8	0	4	6	9	4	6	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Rogue	dex	0	vit		0	mcha												
681	of the Monk	+# to Dexterity	100	1	0	7		10				1	31	8	0	2	4	10	2	4	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Monk	dex	0	enr		0	mcha												
682	of the Stalwart	+# to Strength	100	1	0	7		10				1	31	7	0	4	6	9	4	6	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Stalwart	str	0	vit		0	mcha												
683	of the Proud	+# to Strength	100	1	0	7		10				1	31	7	0	2	4	10	2	4	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Proud	str	0	enr		0	mcha												
684	of the Young	+# to Vitality	100	1	0	7		10				1	31	9	0	4	6	10	4	6	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Young	vit	0	enr		0	mcha												
685	of the Swift	+#% Faster Run/Walk	100	1	0	12		10				10	32	77	0	5	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Swift	move2	0		0		0	mcha												
686	of the Nimble	+#% Faster Hit Recovery	100	1	0	12		10				10	32	80	0	5	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Nimble	balance2	0		0		0	mcha												
687	of the Stoic	+#% Faster Block Rate	100	1	0	12		10				10	32	83	0	5	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Stoic	block2	0		0		0	mcha												
688	of the Blitz	+#% Faster Attack Speed	100	1	0	18		18				10	32	56	0	5	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Blitz	swing2	0		0		0	mcha												
689	of the Fluent	+#% Faster Cast Rate	100	1	0	18		18				10	32	86	0	5	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Fluent	cast2	0		0		0	mcha												
690	of Life	+# to Life	100	1	0	12	70	9				20	31	13	0	11	15	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Life	hp	0		0		0	mcha												
691	of Substinence	+# to Life	100	1	0	42		34				10	31	13	0	21	25	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Substinence	hp	0		0		0	mcha												
692	of Vita	+# to Life	100	1	0	74		66				5	31	13	0	31	35	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Vita	hp	0		0		0	mcha												
693	of Mastery	-#% to Enemy Fire Resistance	100	1	0	65		81				1	82	213	0	3	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Mastery	pierce-fire	0		0		0	mcha												
694	of Mastery	-#% to Enemy Lightning Resistance	100	1	0	65		81				1	82	214	0	3	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Mastery	pierce-ltng	0		0		0	mcha												
695	of Mastery	-#% to Enemy Cold Resistance	100	1	0	65		81				1	82	215	0	3	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Mastery	pierce-cold	0		0		0	mcha												
696	of Mastery	-#% to Enemy Poison Resistance	100	1	0	65		81				1	82	216	0	3	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Mastery	pierce-pois	0		0		0	mcha												
697	of Mastery	+#% to Fire Skill Damage	100	1	0	65		81				1	83	219	0	3	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Mastery	extra-fire	0		0		0	mcha												
698	of Mastery	+#% to Lightning Skill Damage	100	1	0	65		81				1	83	220	0	3	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Mastery	extra-ltng	0		0		0	mcha												
699	of Mastery	+#% to Cold Skill Damage	100	1	0	65		81				1	83	221	0	3	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Mastery	extra-cold	0		0		0	mcha												
700	of Mastery	+#% to Poison Skill Damage	100	1	0	65		81				1	83	222	0	3	5	-1	0	0	0	-1	0	0	0		83	0	0	0	0	0	0	0	0	0	0	0	0	0	of Mastery	extra-pois	0		0		0	mcha												
701	of Frost	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	5	20	3				24	10	17	0	4	6	18	0	6	8	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Frost	cold-min	0	cold-max	0		0	lcha												
702	of the Icicle	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	10		6				12	10	17	0	6	8	18	0	10	15	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Icicle	cold-min	0	cold-max	0		0	lcha												
703	of the Glacier	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	1	30		11				12	10	17	0	8	10	18	0	12	18	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Glacier	cold-min	0	cold-max	0		0	lcha												
704	of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	1	40		17				12	10	17	0	12	14	18	0	20	25	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Winter	cold-min	0	cold-max	0		0	lcha												
705	of Flame	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	10		2				24	12	20	0	2	4	21	0	6	8	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Flame	fire-min	0	fire-max	0		0	lcha												
706	of Fire	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	15		6				12	12	20	0	4	6	21	0	10	15	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire	fire-min	0	fire-max	0		0	lcha												
707	of Burning	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	30		10				12	12	20	0	6	8	21	0	12	18	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Burning	fire-min	0	fire-max	0		0	lcha												
708	of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	40		16				12	12	20	0	10	15	21	0	20	25	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Incineration	fire-min	0	fire-max	0		0	lcha												
709	of Shock	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	10	20	3				24	13	22	0	2	4	23	0	6	8	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Shock	ltng-min	0	ltng-max	0		0	lcha												
710	of Lightning	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	15		5				12	13	22	0	4	6	23	0	10	15	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Lightning	ltng-min	0	ltng-max	0		0	lcha												
711	of Thunder	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	30		11				12	13	22	0	6	8	23	0	12	18	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Thunder	ltng-min	0	ltng-max	0		0	lcha												
712	of Storms	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	40		16				12	13	22	0	10	15	23	0	20	25	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Storms	ltng-min	0	ltng-max	0		0	lcha												
713	of Blight	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	20		10				24	16	134	75	60	80	88	0	4	6	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blight	dmg-pois	res-pois-len	0		0	lcha												
714	of Venom	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	30		25				12	16	134	75	80	100	88	0	6	8	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Venom	dmg-pois	res-pois-len	0		0	lcha												
715	of Pestilence	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	35		40				12	16	134	100	100	120	88	0	8	10	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Pestilence	dmg-pois	res-pois-len	0		0	lcha												
716	of Anthrax	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	50		55				12	16	134	125	120	140	88	0	10	12	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Anthrax	dmg-pois	res-pois-len	0		0	lcha												
717	of Dexterity	+# to Dexterity	100	1	0	1		1				12	31	8	0	5	8	9	0	5	8	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Dexterity	dex	0	vit	0		0	lcha												
718	of Dexterity	+# to Dexterity	100	1	1	35		10				12	31	8	0	8	10	10	0	8	10	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Dexterity	dex	0	enr	0		0	lcha												
719	of Strength	+# to Strength	100	1	0	1	60	1				12	31	7	0	5	8	9	0	5	8	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Strength	str	0	vit	0		0	lcha												
720	of Strength	+# to Strength	100	1	1	35		10				12	31	7	0	8	10	10	0	8	10	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Strength	str	0	enr	0		0	lcha												
721	of Life	+# to Life	100	1	0	10	25	5				24	26	13	0	10	15	53	0	5	5	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Life	hp	0	regen	0		0	lcha												
722	of Life	+# to Life	100	1	0	20	40	15				24	26	13	0	15	20	53	0	5	5	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Life	hp	0	regen	0		0	lcha												
723	of Life	+# to Life	100	1	0	35	55	30				24	26	13	0	20	25	53	0	5	5	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Life	hp	0	regen	0		0	lcha												
724	of Substinence	+# to Life	100	1	0	45		40				24	26	13	0	25	30	53	0	7	7	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Substinence	hp	0	regen	0		0	lcha												
725	of Substinence	+# to Life	100	1	0	55		50				12	26	13	0	30	40	53	0	7	7	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Substinence	hp	0	regen	0		0	lcha												
726	of Substinence	+# to Life	100	1	0	61		60				12	26	13	0	40	50	53	0	7	7	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Substinence	hp	0	regen	0		0	lcha												
727	of Vita	+# to Life	100	1	1	75		70				12	26	13	0	50	75	53	0	10	10	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Vita	hp	0	regen	0		0	lcha												
728	of Vita	+# to Life	100	1	1	81		80				5	26	13	0	75	100	53	0	10	10	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Vita	hp	0	regen	0		0	lcha												
729	of Vita	+# to Life	100	1	1	88		88				5	26	13	0	100	150	53	0	10	10	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Vita	hp	0	regen	0		0	lcha												
730	of Inertia	+#% Faster Run/Walk	100	1	1	15		14				5	35	78	0	10	15	-1	0	0	0	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Inertia	move3	0		0		0	lcha												
731	of Balance	+#% Faster Hit Recovery	100	1	1	10		1				5	18	81	0	12	15	-1	0	0	0	-1	0	0	0		84	0	0	0	0	0	0	0	0	0	0	0	0	0	of Balance	balance3	0		0		0	lcha												
732	of Mosaic	+#% chance for finishing moves to not consume charges	100	1	1	30		30		ass	30	64	81	349	0	50	50	-1	0	0	0	-1	0	0	0		67	0	0	0	0	0	0	0	0	0	0	0	0	0	of Mosaic	charge-noconsume	0		0		0	h2h												
